Subject,No,Question,Option A,Option B,Option C,Option D,Correct Answer (Full Text)
BK,Chapter 9 : Analysis of Financial Statements ,Sale of old machinery is an inflow from __________ activity.,Operating,Investing,Financing,Credit,Investing
BK,Chapter 9 : Analysis of Financial Statements ,Working Capital Cycle starts with __________ and ends with cash.,Fixed Assets,Raw Materials (Cash),Sales,Depreciation,Raw Materials (Cash)
BK,Chapter 9 : Analysis of Financial Statements ,Analysis of financial statement is significant for the firm's __________ decision making.,Past,Future,Personal,Hidden,Future
BK,Chapter 9 : Analysis of Financial Statements ,Analysis of financial statements by a shareholder is an example of __________ analysis.,Internal,External,Vertical,Horizontal,External
BK,Chapter 9 : Analysis of Financial Statements ,Trend Analysis is a part of __________ analysis.,Dynamic,Static,Vertical,Short-term,Dynamic
BK,Chapter 9 : Analysis of Financial Statements ,Comparative Balance Sheet is also known as __________ analysis.,Vertical,Horizontal,Single year,Internal only,Horizontal
BK,Chapter 9 : Analysis of Financial Statements ,Current Ratio is also known as:,Working Capital Ratio,Acid Test Ratio,Debt-Equity Ratio,Operating Ratio,Working Capital Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Quick Assets = Current Assets minus:,Cash,Stock and Prepaid Expenses,Debtors,Bills Receivable,Stock and Prepaid Expenses
BK,Chapter 9 : Analysis of Financial Statements ,Return on Capital Employed (ROCE) measures the __________ of the business.,Liquidity,Solvency,Overall Profitability,Asset Turnover,Overall Profitability
BK,Chapter 9 : Analysis of Financial Statements ,A ratio that measures the relationship between Gross Profit and Net Sales is:,Net Profit Ratio,Gross Profit Ratio,Operating Ratio,ROI,Gross Profit Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Which of the following is a Solvency Ratio?,Current Ratio,Liquid Ratio,Proprietary Ratio,Gross Profit Ratio,Proprietary Ratio
BK,Chapter 9 : Analysis of Financial Statements ,The long-term ability of a business to pay its debts is called:,Liquidity,Solvency,Profitability,Efficiency,Solvency
BK,Chapter 9 : Analysis of Financial Statements ,Operating Profit Ratio is a __________ ratio.,Liquidity,Profitability,Activity,Solvency,Profitability
BK,Chapter 9 : Analysis of Financial Statements ,"Current Ratio is 2:1 and Current Liabilities are ?50,000. Amount of Current Assets?","?25,000","?1,00,000","?50,000","?10,000","?1,00,000"
BK,Chapter 9 : Analysis of Financial Statements ,"If Sales is ?5,00,000 and Gross Profit is ?1,00,000, what is the Gross Profit Ratio?",20%,25%,10%,50%,20%
BK,Chapter 9 : Analysis of Financial Statements ,"Cost of Goods Sold is ?4,00,000 and Sales is ?5,00,000. Gross Profit is:","?1,00,000","?9,00,000","?4,00,000","?2,00,000","?1,00,000"
BK,Chapter 9 : Analysis of Financial Statements ,Interest and Taxes are ignored while calculating:,Net Profit Ratio,Operating Profit Ratio,Current Ratio,Debt-Equity Ratio,Operating Profit Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Cash Flow Statement records only __________ transactions.,Credit,Cash and Cash equivalents,Non-cash,All business,Cash and Cash equivalents
BK,Chapter 9 : Analysis of Financial Statements ,Depreciation is a __________ item in Cash Flow Statement.,Cash,Non-cash (Added back to profit),Financing,Investing,Non-cash
BK,Chapter 9 : Analysis of Financial Statements ,Dividend received by a non-financial company is a cash flow from __________ activity.,Operating,Investing,Financing,Credit,Investing
BK,Chapter 9 : Analysis of Financial Statements ,Dividend paid is always a cash flow from __________ activity.,Operating,Investing,Financing,Normal,Financing
BK,Chapter 9 : Analysis of Financial Statements ,Increase in the value of Current Assets results in __________ of cash.,Inflow,Outflow,No change,Profit,Outflow
BK,Chapter 9 : Analysis of Financial Statements ,Decrease in the value of Current Liabilities results in __________ of cash.,Inflow,Outflow,Gain,Asset,Outflow
BK,Chapter 9 : Analysis of Financial Statements ,Redemption of Debentures is a __________ activity.,Operating,Investing,Financing,Illegal,Financing
BK,Chapter 9 : Analysis of Financial Statements ,Financial Statement Analysis is a __________ tool for management.,Useless,Diagnostic,Recording,Primary,Diagnostic
BK,Chapter 9 : Analysis of Financial Statements ,Which ratio indicates the proportion of total assets funded by owner's capital?,Current Ratio,Debt-Equity Ratio,Proprietary Ratio,Operating Ratio,Proprietary Ratio
BK,Chapter 9 : Analysis of Financial Statements ,"Ideally, the Proprietary Ratio should be:",Very low,High (safety for creditors),1:01,Zero,High
BK,Chapter 9 : Analysis of Financial Statements ,Quick Ratio of 0.5 : 1 indicates __________ liquidity.,Good,Poor / Weak,High,Normal,Poor / Weak
BK,Chapter 9 : Analysis of Financial Statements ,Selling Expenses are part of:,Operating Expenses,Non-operating Expenses,Cost of Goods Sold,Capital Expenditure,Operating Expenses
BK,Chapter 9 : Analysis of Financial Statements ,Loss on sale of Fixed Assets is a:,Operating Expense,Non-operating Expense,Revenue,Asset,Non-operating Expense
BK,Chapter 9 : Analysis of Financial Statements ,Revenue from Operations is another name for:,Gross Profit,Net Sales,Net Profit,Total Assets,Net Sales
BK,Chapter 9 : Analysis of Financial Statements ,Which analysis is more suitable for comparing two different companies?,Common Size Statement,Comparative Statement,Trend Analysis,Cash Book,Common Size Statement
BK,Chapter 9 : Analysis of Financial Statements ,Current Assets / Current Liabilities = ?,Quick Ratio,Debt-Equity Ratio,Current Ratio,Net Profit Ratio,Current Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Profitability Ratios are generally expressed in:,Ratios,Percentages,Times,Rupees,Percentages
BK,Chapter 9 : Analysis of Financial Statements ,Solvency and Liquidity Ratios are usually expressed in:,Percentages,Pure Ratios (e.g. 2:1),Days,Months,Pure Ratios
BK,Chapter 9 : Analysis of Financial Statements ,Activity or Turnover Ratios are expressed in:,Percentages,Times,Ratios,Degrees,Times
BK,Chapter 9 : Analysis of Financial Statements ,Comparative Income Statement shows the change in __________ over two years.,Assets,Profitability,Liabilities,Capital,Profitability
BK,Chapter 9 : Analysis of Financial Statements ,"In Vertical Analysis, the data of __________ is analysed.",Two years,Only one year,Five years,Ten years,Only one year
BK,Chapter 9 : Analysis of Financial Statements ,Cash at Bank is a __________ asset.,Fixed,Current,Fictitious,Intangible,Current
BK,Chapter 9 : Analysis of Financial Statements ,Income Tax paid is deducted under cash flow from __________ activities.,Operating,Investing,Financing,Credit,Operating
BK,Chapter 9 : Analysis of Financial Statements ,Purchase of Goodwill is a cash flow from __________ activity.,Operating,Investing,Financing,Non-cash,Investing
BK,Chapter 9 : Analysis of Financial Statements ,Bank Overdraft is a __________ liability.,Long-term,Current / Short-term,Fixed,Internal,Current / Short-term
BK,Chapter 9 : Analysis of Financial Statements ,Proprietary Ratio = (Proprietors' Funds / __________) x 100.,Total Liabilities,Total Assets,Current Assets,Sales,Total Assets
BK,Chapter 9 : Analysis of Financial Statements ,Ideal Debt-Equity Ratio is generally considered to be:,1:01,2:01,5:01,1:02,2:01
BK,Chapter 9 : Analysis of Financial Statements ,Financial Statement Analysis helps in evaluating the __________ of a company.,Technical staff,Financial health and performance,Political influence,Building color,Financial health and performance
BK,Chapter 9 : Analysis of Financial Statements ,Non-operating income includes:,Sales,Interest and Dividend received,Services provided,Commission,Interest and Dividend received
BK,Chapter 9 : Analysis of Financial Statements ,Debtors + Bills Receivable + Cash + Marketable Securities = ?,Quick Assets,Fixed Assets,Fictitious Assets,Total Liabilities,Quick Assets
BK,Chapter 9 : Analysis of Financial Statements ,Higher 'Times' in Turnover Ratio indicates __________ efficiency.,Lower,Higher,Zero,Moderate,Higher
BK,Chapter 9 : Analysis of Financial Statements ,Prepaid Expenses is a __________ asset.,Current,Fixed,Tangible,Liquid,Current
BK,Chapter 9 : Analysis of Financial Statements ,Comparative Balance Sheet analysis is also known as __________ analysis.,Static,Dynamic,Single,Fixed,Dynamic
BK,Chapter 9 : Analysis of Financial Statements ,Common Size Income Statement is also known as __________ Income Statement.,Comparative,Component / Percentage,Summary,Final,Component / Percentage
BK,Chapter 9 : Analysis of Financial Statements ,Cash from Operations = Net Profit + Non-cash Expenses - __________ .,Depreciation,Non-operating Income,Salaries,Rent,Non-operating Income
BK,Chapter 9 : Analysis of Financial Statements ,Analysis of Financial Statements is an __________ of accounting.,Alternative,Extension / Interpretation,Initial step,Unimportant part,Extension / Interpretation
BK,Chapter 10 : Computer in Accounting ,CAS stands for:,Computerized Accounting System,Common Accounting Software,Centralized Accounting Service,Calculations in Accounting System,Computerized Accounting System
BK,Chapter 10 : Computer in Accounting ,Which of the following is a component of CAS?,Hardware,Software,Data and People,All of the above,All of the above
BK,Chapter 10 : Computer in Accounting ,The primary advantage of Computerized Accounting is:,High Speed and Accuracy,Low Cost of installation,No need for training,Works without electricity,High Speed and Accuracy
BK,Chapter 10 : Computer in Accounting ,"In manual accounting, posting is done in ledgers; in CAS, it is done by:",The Accountant manually,The Computer Software automatically,The Auditor,The Manager,The Computer Software automatically
BK,Chapter 10 : Computer in Accounting ,A document that provides evidence of a business transaction in CAS is called:,Voucher,Ledger,Balance Sheet,Journal,Voucher
BK,Chapter 10 : Computer in Accounting ,Which of the following is NOT an accounting software?,Tally,SAP,GNU Cash,Windows 10,Windows 10
BK,Chapter 10 : Computer in Accounting ,Ready-to-use accounting software is suitable for:,Large organizations,Small scale businesses with few transactions,Multinational companies,Banks,Small scale businesses with few transactions
BK,Chapter 10 : Computer in Accounting ,Customized software is developed to meet the __________ requirements of a user.,General,Specific,Legal,Random,Specific
BK,Chapter 10 : Computer in Accounting ,Tailor-made software is generally used by:,Small grocery shops,Large business organizations with multi-users,Individuals for personal use,Students,Large business organizations with multi-users
BK,Chapter 10 : Computer in Accounting ,The process of starting Tally for the first time requires creating a:,Company,Ledger,Group,Voucher,Company
BK,Chapter 10 : Computer in Accounting ,"In Tally, which function key is used to select a company?",F1,F2,F3,F11,F1
BK,Chapter 10 : Computer in Accounting ,"In Tally, which shortcut is used to close (shut) a company?",Alt + F1,Alt + F3,F4,Ctrl + Q,Alt + F1
BK,Chapter 10 : Computer in Accounting ,"To record cash sales in Tally, which voucher type is used?",Receipt (F6),Sales (F8),Payment (F5),Contra (F4),Sales (F8)
BK,Chapter 10 : Computer in Accounting ,"To record cash deposited into the bank, which voucher is used?",Payment,Receipt,Contra (F4),Journal,Contra (F4)
BK,Chapter 10 : Computer in Accounting ,"To record credit purchase of furniture (not for resale), which voucher is used?",Purchase (F9),Journal (F7),Payment (F5),Receipt (F6),Journal (F7)
BK,Chapter 10 : Computer in Accounting ,MIS stands for:,Management Information System,Money Investment System,Monthly Income Statement,Manual Information System,Management Information System
BK,Chapter 10 : Computer in Accounting ,Which report in CAS provides the summary of all ledger balances?,Balance Sheet,Profit & Loss A/c,Trial Balance,Day Book,Trial Balance
BK,Chapter 10 : Computer in Accounting ,Automation of accounting process helps in reducing:,Mathematical Errors,Electricity bill,Office space,Taxes,Mathematical Errors
BK,Chapter 10 : Computer in Accounting ,Digital signatures are used in CAS for:,Printing,Security and Authentication,Designing,Decoration,Security and Authentication
BK,Chapter 10 : Computer in Accounting ,ERP stands for:,Enterprise Resource Planning,Every Revenue Profit,Electronic Recording Process,Essential Report Planning,Enterprise Resource Planning
BK,Chapter 10 : Computer in Accounting ,The backend of an accounting software is usually a:,Database,Monitor,Keyboard,Printer,Database
BK,Chapter 10 : Computer in Accounting ,Which step comes first in Computerized Accounting?,Generating Reports,Data Entry (Recording),Ledger Posting,Closing of accounts,Data Entry (Recording)
BK,Chapter 10 : Computer in Accounting ,'Alt + F2' in Tally is used to change the:,Company,Period (Date),Voucher,User,Period (Date)
BK,Chapter 10 : Computer in Accounting ,"In Tally, 'F11' key is used for:",Company Features,Company Configuration,Inventory Info,Display,Company Features
BK,Chapter 10 : Computer in Accounting ,"In Tally, 'F12' key is used for:",Features,Configuration,Selecting Company,Vouchers,Configuration
